,track_name,artist_name,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,Time To Party (Poland),The Jet Set,Eurovision Song Contest 2007,2007-05-11,0.683,0.842,0,-3.482,1,0.27,0.0143,0,0.238,0.733,129.837,audio_features,74G1N0XIQzdKF1xtO4vcDR,spotify:track:74G1N0XIQzdKF1xtO4vcDR,https://api.spotify.com/v1/tracks/74G1N0XIQzdKF1xtO4vcDR,https://api.spotify.com/v1/audio-analysis/74G1N0XIQzdKF1xtO4vcDR,180707,4
,Come Ci Comme Ca,Evridiki,13.0,2007-03-14,0.75,0.784,2,-5.169,1,0.0305,0.0793,0,0.0901,0.562,129.982,audio_features,2eXl1sMHC1RSgefh32FyRA,spotify:track:2eXl1sMHC1RSgefh32FyRA,https://api.spotify.com/v1/tracks/2eXl1sMHC1RSgefh32FyRA,https://api.spotify.com/v1/audio-analysis/2eXl1sMHC1RSgefh32FyRA,187760,4
,Vjerujem U Ljubav,"Dragonfly, Dado Topic",Vjerujem U Ljubav (Nova Snimka),2007-12-23,0.584,0.809,11,-7.541,0,0.041,0.0357,0,0.06,0.579,99.99,audio_features,3VgZvAcoinxKMthEdI5kjT,spotify:track:3VgZvAcoinxKMthEdI5kjT,https://api.spotify.com/v1/tracks/3VgZvAcoinxKMthEdI5kjT,https://api.spotify.com/v1/audio-analysis/3VgZvAcoinxKMthEdI5kjT,185280,4
,Balada E Gurit,Frederik Ndoci,"Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 12",2018-02-14,0.54,0.698,9,-5.252,0,0.0458,0.415,0.000137,0.0998,0.205,130.078,audio_features,2AjXqq2P70wQZV8DnQD4PY,spotify:track:2AjXqq2P70wQZV8DnQD4PY,https://api.spotify.com/v1/tracks/2AjXqq2P70wQZV8DnQD4PY,https://api.spotify.com/v1/audio-analysis/2AjXqq2P70wQZV8DnQD4PY,271852,4
,Ven A Bailar Conmigo (Norway),Guri Schanke,Eurovision Song Contest 2007,2007-05-11,0.48,0.909,4,-4.576,0,0.192,0.12,0,0.536,0.841,163.891,audio_features,0ZZWI0lwNsey0OLbDtoiqV,spotify:track:0ZZWI0lwNsey0OLbDtoiqV,https://api.spotify.com/v1/tracks/0ZZWI0lwNsey0OLbDtoiqV,https://api.spotify.com/v1/audio-analysis/0ZZWI0lwNsey0OLbDtoiqV,181347,4
,Drama Queen,DQ,Drama Queen,2007-01-01,0.558,0.885,1,-5.313,0,0.0506,0.0171,0,0.291,0.364,138.025,audio_features,3KSTHtEyClTH0IWUS3A59P,spotify:track:3KSTHtEyClTH0IWUS3A59P,https://api.spotify.com/v1/tracks/3KSTHtEyClTH0IWUS3A59P,https://api.spotify.com/v1/audio-analysis/3KSTHtEyClTH0IWUS3A59P,183560,4
,On Top Of The World,Edsilia Rombley,Nooit Meer Zonder Jou,2007-01-01,0.61,0.708,11,-5.261,0,0.0354,0.154,0,0.155,0.608,125.947,audio_features,0y2frDpPtKFcP8ZNbS1gmJ,spotify:track:0y2frDpPtKFcP8ZNbS1gmJ,https://api.spotify.com/v1/tracks/0y2frDpPtKFcP8ZNbS1gmJ,https://api.spotify.com/v1/audio-analysis/0y2frDpPtKFcP8ZNbS1gmJ,180120,4
,Ajde Kroci (Montenegro),Stevan Faddy,Eurovision Song Contest 2007,2007-05-11,0.667,0.855,10,-4.274,1,0.0603,0.101,0,0.0393,0.739,129.901,audio_features,5ENynsmv92qTel6588E1H8,spotify:track:5ENynsmv92qTel6588E1H8,https://api.spotify.com/v1/tracks/5ENynsmv92qTel6588E1H8,https://api.spotify.com/v1/audio-analysis/5ENynsmv92qTel6588E1H8,179240,4
,Push The Button,Teapacks,Push The Button,2007-02-27,0.419,0.669,4,-7.779,0,0.161,0.489,0,0.0782,0.755,145.212,audio_features,7bQ8jYLFJ5aNOzi5QYWvep,spotify:track:7bQ8jYLFJ5aNOzi5QYWvep,https://api.spotify.com/v1/tracks/7bQ8jYLFJ5aNOzi5QYWvep,https://api.spotify.com/v1/audio-analysis/7bQ8jYLFJ5aNOzi5QYWvep,178987,4
,Vertigo - ESC 2007,Olivia Lewis,Malta’s Eurovision Hits,2014-03-18,0.498,0.881,4,-4.869,0,0.0466,0.055,0,0.159,0.34,103.125,audio_features,0sQBamaf9Hb8XoJ79CfK3S,spotify:track:0sQBamaf9Hb8XoJ79CfK3S,https://api.spotify.com/v1/tracks/0sQBamaf9Hb8XoJ79CfK3S,https://api.spotify.com/v1/audio-analysis/0sQBamaf9Hb8XoJ79CfK3S,186000,3
,Lovepower,The KMG's,Lovepower,2007-03-16,0.627,0.901,0,-2.758,1,0.0529,0.0689,0,0.0974,0.577,129.896,audio_features,56RSLwjb8A47Z9Jk6MjLDZ,spotify:track:56RSLwjb8A47Z9Jk6MjLDZ,https://api.spotify.com/v1/tracks/56RSLwjb8A47Z9Jk6MjLDZ,https://api.spotify.com/v1/audio-analysis/56RSLwjb8A47Z9Jk6MjLDZ,177400,4
,Malá dáma,Kabát,Corrida,2007-02-16,0.616,0.967,4,-2.364,0,0.0393,0.0945,0,0.169,0.702,136.015,audio_features,0nVCQoIiDjnZWXHMRCD2Ko,spotify:track:0nVCQoIiDjnZWXHMRCD2Ko,https://api.spotify.com/v1/tracks/0nVCQoIiDjnZWXHMRCD2Ko,https://api.spotify.com/v1/audio-analysis/0nVCQoIiDjnZWXHMRCD2Ko,204507,4
,Believe ( Ver' ),Dima Bilan,Дима Билан. Полная Дискография ( Dima Bilan. Polnaya Diskografiya ),2011-12-10,0.552,0.728,0,-6.765,0,0.0474,0.0485,0,0.231,0.3,133.772,audio_features,3TNmEyHduTMD2iG5szVBFA,spotify:track:3TNmEyHduTMD2iG5szVBFA,https://api.spotify.com/v1/tracks/3TNmEyHduTMD2iG5szVBFA,https://api.spotify.com/v1/audio-analysis/3TNmEyHduTMD2iG5szVBFA,201521,4
,Shady Lady,Ani Lorak,Солнце,2009-07-15,0.706,0.699,6,-12.515,0,0.0512,0.0501,1.07e-06,0.0692,0.753,127.953,audio_features,5devjcsxeVnwYQbaYJ2Ewx,spotify:track:5devjcsxeVnwYQbaYJ2Ewx,https://api.spotify.com/v1/tracks/5devjcsxeVnwYQbaYJ2Ewx,https://api.spotify.com/v1/audio-analysis/5devjcsxeVnwYQbaYJ2Ewx,178880,4
,Secret Combination,Kalomira,Secret Combination The Album,2008-06-30,0.78,0.798,1,-4.853,1,0.041,0.292,1.91e-05,0.116,0.905,110.979,audio_features,1E6EOpzAkHbKAMZscImC41,spotify:track:1E6EOpzAkHbKAMZscImC41,https://api.spotify.com/v1/tracks/1E6EOpzAkHbKAMZscImC41,https://api.spotify.com/v1/audio-analysis/1E6EOpzAkHbKAMZscImC41,182587,4
,Qélé Qélé (Eurovision 2008 Armenia),Sirusho,Qélé Qélé (Eurovision 2008 Armenia),2020-03-31,0.673,0.843,9,-6.223,0,0.17,0.00166,0.0193,0.117,0.355,124.048,audio_features,3f89Rw7YxjXf9pdCXZCCk1,spotify:track:3f89Rw7YxjXf9pdCXZCCk1,https://api.spotify.com/v1/tracks/3f89Rw7YxjXf9pdCXZCCk1,https://api.spotify.com/v1/audio-analysis/3f89Rw7YxjXf9pdCXZCCk1,184041,4
,Hold On Be Strong,Maria Haukaas Storeng,Hold On Be Strong,2008-01-01,0.441,0.737,1,-3.827,0,0.0357,0.437,0,0.355,0.533,183.978,audio_features,674mIXeX6ucMlhyLWgzvdP,spotify:track:674mIXeX6ucMlhyLWgzvdP,https://api.spotify.com/v1/tracks/674mIXeX6ucMlhyLWgzvdP,https://api.spotify.com/v1/audio-analysis/674mIXeX6ucMlhyLWgzvdP,186347,4
,Oro - (Eurovision 2008),Jelena Tomasevic,Panta Rei,2008-11-17,0.421,0.481,9,-5.152,0,0.0327,0.926,5.27e-05,0.126,0.23,122.47,audio_features,0wBgH13iJrFVYJxmG9PJA3,spotify:track:0wBgH13iJrFVYJxmG9PJA3,https://api.spotify.com/v1/tracks/0wBgH13iJrFVYJxmG9PJA3,https://api.spotify.com/v1/audio-analysis/0wBgH13iJrFVYJxmG9PJA3,184163,4
,Deli,mor ve ötesi,Başıbozuk,2008-11-24,0.43,0.916,4,-2.9,0,0.058,0.0357,0,0.173,0.449,75.467,audio_features,3eEmeP2ydpJDtl0tY91t8Y,spotify:track:3eEmeP2ydpJDtl0tY91t8Y,https://api.spotify.com/v1/tracks/3eEmeP2ydpJDtl0tY91t8Y,https://api.spotify.com/v1/audio-analysis/3eEmeP2ydpJDtl0tY91t8Y,184800,4
,Day After Day - Azerbaijan,Elnur & Samir,Eurovision Song Contest 2008,2008,0.579,0.83,6,-8.374,1,0.0478,0.0113,8.96e-05,0.107,0.533,108.039,audio_features,2wbdDUNY1YSygS0WB2bA92,spotify:track:2wbdDUNY1YSygS0WB2bA92,https://api.spotify.com/v1/tracks/2wbdDUNY1YSygS0WB2bA92,https://api.spotify.com/v1/audio-analysis/2wbdDUNY1YSygS0WB2bA92,188160,4
,כאילו כאן,Boaz Mauda,בועז מעודה,2009-01-01,0.398,0.486,6,-5.876,0,0.0322,0.316,0,0.322,0.299,77.802,audio_features,6y3VRf11eCbXXeFaVJc2Ov,spotify:track:6y3VRf11eCbXXeFaVJc2Ov,https://api.spotify.com/v1/tracks/6y3VRf11eCbXXeFaVJc2Ov,https://api.spotify.com/v1/audio-analysis/6y3VRf11eCbXXeFaVJc2Ov,180573,4
,Pokusaj (Eurovision Song Contest 2008),Elvir Lakovic Laka,Zec,2008-08-02,0.605,0.842,4,-5.126,1,0.0627,0.209,0,0.225,0.15,144.085,audio_features,1XzXbavbk2BT0ablO8fQaT,spotify:track:1XzXbavbk2BT0ablO8fQaT,https://api.spotify.com/v1/tracks/1XzXbavbk2BT0ablO8fQaT,https://api.spotify.com/v1/audio-analysis/1XzXbavbk2BT0ablO8fQaT,180640,4
,Peace Will Come - Georgia,Diana Gurtskaya,Eurovision Song Contest 2008,2008,0.57,0.799,5,-3.837,0,0.0366,0.502,0,0.217,0.683,154.034,audio_features,3TUqoTXTnUN4d3xMCBxzbS,spotify:track:3TUqoTXTnUN4d3xMCBxzbS,https://api.spotify.com/v1/tracks/3TUqoTXTnUN4d3xMCBxzbS,https://api.spotify.com/v1/audio-analysis/3TUqoTXTnUN4d3xMCBxzbS,183600,4
,Wolves Of The Sea,Pirates Of The Sea,Wolves Of The Sea,2008-01-01,0.586,0.861,9,-11.227,1,0.0569,0.00281,0,0.339,0.777,145.007,audio_features,1LVQ5LsVHxpgnY7VAyLjCR,spotify:track:1LVQ5LsVHxpgnY7VAyLjCR,https://api.spotify.com/v1/tracks/1LVQ5LsVHxpgnY7VAyLjCR,https://api.spotify.com/v1/audio-analysis/1LVQ5LsVHxpgnY7VAyLjCR,184160,4
,Senhora Do Mar (Negras Águas),Vânia Fernandes,Senhora Do Mar (Negras Águas),2008-03-08,0.435,0.589,1,-5.793,0,0.0367,0.65,0,0.36,0.329,69.943,audio_features,6Aj4aFFUNpLdanLlxIJ2v5,spotify:track:6Aj4aFFUNpLdanLlxIJ2v5,https://api.spotify.com/v1/tracks/6Aj4aFFUNpLdanLlxIJ2v5,https://api.spotify.com/v1/audio-analysis/6Aj4aFFUNpLdanLlxIJ2v5,182707,3
,This Is My Life,Euroband Feat Fridrik Omar & Regina,"Best of Eurovision 1, By Euroband",2011-01-26,0.499,0.962,10,-6.127,0,0.363,0.0211,0,0.385,0.292,137.858,audio_features,3ZgDHgzfeQNVw8kucAYWnj,spotify:track:3ZgDHgzfeQNVw8kucAYWnj,https://api.spotify.com/v1/tracks/3ZgDHgzfeQNVw8kucAYWnj,https://api.spotify.com/v1/audio-analysis/3ZgDHgzfeQNVw8kucAYWnj,179320,4
,All Night Long,Simon Mathew,All For Fame,2004-01-26,0.683,0.711,9,-4.955,1,0.035,0.00542,0,0.301,0.854,122.972,audio_features,6BnZRwoeNRD345NaZjrg0X,spotify:track:6BnZRwoeNRD345NaZjrg0X,https://api.spotify.com/v1/tracks/6BnZRwoeNRD345NaZjrg0X,https://api.spotify.com/v1/audio-analysis/6BnZRwoeNRD345NaZjrg0X,173320,4
,Baila el Chiki Chiki,"Rodolfo Chikilicuatre, Tata Golosa",Hots Hits Latinos,2017-01-13,0.861,0.866,10,-5.446,0,0.181,0.0146,0.000116,0.0591,0.823,97.013,audio_features,7wUKRQMHG0fI3DBzi6Tp29,spotify:track:7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/tracks/7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/audio-analysis/7wUKRQMHG0fI3DBzi6Tp29,173720,4
,Zemrën e lamë peng,Olta Boka,"Festivali i 46-te ne RTSH, Vol. 2",2016-04-29,0.518,0.558,8,-5.988,1,0.0277,0.739,4.54e-06,0.0875,0.572,95.228,audio_features,7CmyDh0qXIOzkr8bqERAMP,spotify:track:7CmyDh0qXIOzkr8bqERAMP,https://api.spotify.com/v1/tracks/7CmyDh0qXIOzkr8bqERAMP,https://api.spotify.com/v1/audio-analysis/7CmyDh0qXIOzkr8bqERAMP,208767,3
,Hero,Charlotte Perrelli,Hero,2008-01-01,0.619,0.893,8,-4.336,0,0.0361,0.00193,0,0.0851,0.908,126.983,audio_features,55XpXSN77QyoudQmlg8j8q,spotify:track:55XpXSN77QyoudQmlg8j8q,https://api.spotify.com/v1/tracks/55XpXSN77QyoudQmlg8j8q,https://api.spotify.com/v1/audio-analysis/55XpXSN77QyoudQmlg8j8q,175667,4
,Divine,Sébastien Tellier,Sexuality,2008-02-25,0.696,0.817,0,-5.582,0,0.0442,0.106,0.000576,0.0914,0.496,141.941,audio_features,6JYxLv2GGPaZDkyJaHSQJY,spotify:track:6JYxLv2GGPaZDkyJaHSQJY,https://api.spotify.com/v1/tracks/6JYxLv2GGPaZDkyJaHSQJY,https://api.spotify.com/v1/audio-analysis/6JYxLv2GGPaZDkyJaHSQJY,188853,4
,Pe-O Margine De Lume,"Nico, Vlad",Pe-O Margine De Lume,2008-07-06,0.334,0.628,2,-5.807,1,0.0517,0.75,1.38e-06,0.162,0.275,148.273,audio_features,0dLz4eNr5kTkVmLVLoUs6l,spotify:track:0dLz4eNr5kTkVmLVLoUs6l,https://api.spotify.com/v1/tracks/0dLz4eNr5kTkVmLVLoUs6l,https://api.spotify.com/v1/audio-analysis/0dLz4eNr5kTkVmLVLoUs6l,180062,4
,Romanca,Kraljevi Ulice,Zemlja pleše,2011-09-28,0.721,0.628,0,-7.131,1,0.159,0.238,0,0.103,0.774,124.061,audio_features,3xAkIx1sufD68LG6iKPxWT,spotify:track:3xAkIx1sufD68LG6iKPxWT,https://api.spotify.com/v1/tracks/3xAkIx1sufD68LG6iKPxWT,https://api.spotify.com/v1/audio-analysis/3xAkIx1sufD68LG6iKPxWT,181813,4
,Missä miehet ratsastaa,Teräsbetoni,Myrskyntuoja,2008-03-17,0.584,0.966,11,-2.488,0,0.0498,0.00168,0.00694,0.094,0.559,140.066,audio_features,5wWBhkYsdktIIkRHAHzZAx,spotify:track:5wWBhkYsdktIIkRHAHzZAx,https://api.spotify.com/v1/tracks/5wWBhkYsdktIIkRHAHzZAx,https://api.spotify.com/v1/audio-analysis/5wWBhkYsdktIIkRHAHzZAx,231560,4
,Disappear,No Angels,Destiny Reloaded,2008-01-01,0.755,0.651,8,-5.215,1,0.0405,0.0526,0.00011,0.106,0.344,122.902,audio_features,4DMBHcOKngWQ55YXXOtZKn,spotify:track:4DMBHcOKngWQ55YXXOtZKn,https://api.spotify.com/v1/tracks/4DMBHcOKngWQ55YXXOtZKn,https://api.spotify.com/v1/audio-analysis/4DMBHcOKngWQ55YXXOtZKn,198000,4
,Even If,Andy Abraham,Even If,2008-07-27,0.624,0.92,1,-6.398,0,0.0546,0.0157,1.29e-06,0.0423,0.967,119.969,audio_features,2vI5dsE5og13ur6EUhOapI,spotify:track:2vI5dsE5og13ur6EUhOapI,https://api.spotify.com/v1/tracks/2vI5dsE5og13ur6EUhOapI,https://api.spotify.com/v1/audio-analysis/2vI5dsE5og13ur6EUhOapI,224078,4
,Let Me Love You - FYR Macedonia,"Tamara, Vrcak And Adrijan",Eurovision Song Contest 2008,2008,0.606,0.9,7,-5.259,0,0.0555,0.0969,0,0.0768,0.824,105.022,audio_features,2StcHGDl4xtN1RjmWLxCZb,spotify:track:2StcHGDl4xtN1RjmWLxCZb,https://api.spotify.com/v1/tracks/2StcHGDl4xtN1RjmWLxCZb,https://api.spotify.com/v1/audio-analysis/2StcHGDl4xtN1RjmWLxCZb,169227,4
,Era Stupendo,Paolo Meneguzzi,Corro Via,2008-03-14,0.467,0.579,1,-6.026,1,0.031,0.00845,0,0.109,0.212,144.061,audio_features,1HhR4MWFF6jUjuYqoo5ogB,spotify:track:1HhR4MWFF6jUjuYqoo5ogB,https://api.spotify.com/v1/tracks/1HhR4MWFF6jUjuYqoo5ogB,https://api.spotify.com/v1/audio-analysis/1HhR4MWFF6jUjuYqoo5ogB,211080,4
,Vodka - ESC 2008,Morena,Malta’s Eurovision Hits,2014-03-18,0.504,0.998,5,-3.116,1,0.149,0.00287,1.64e-06,0.314,0.662,155.079,audio_features,18lnqLdO2KypPDxZJOscIp,spotify:track:18lnqLdO2KypPDxZJOscIp,https://api.spotify.com/v1/tracks/18lnqLdO2KypPDxZJOscIp,https://api.spotify.com/v1/audio-analysis/18lnqLdO2KypPDxZJOscIp,180000,4
,Vrag naj vzame - Mesto ema 2008,Rebeka Dremelj,Nepremagljiva,2009-01-01,0.714,0.958,9,-3.941,0,0.151,0.057,9.55e-05,0.0759,0.483,126.047,audio_features,5gPGq1tPugvTMydGtHofYr,spotify:track:5gPGq1tPugvTMydGtHofYr,https://api.spotify.com/v1/tracks/5gPGq1tPugvTMydGtHofYr,https://api.spotify.com/v1/audio-analysis/5gPGq1tPugvTMydGtHofYr,172893,4
,A Century of Love,Geta Burlacu,A Century of Love,2024-02-25,0.685,0.594,9,-6.03,0,0.0329,0.363,0,0.136,0.54,139.984,audio_features,53mOp2JhjgF2FrfM5Li4AZ,spotify:track:53mOp2JhjgF2FrfM5Li4AZ,https://api.spotify.com/v1/tracks/53mOp2JhjgF2FrfM5Li4AZ,https://api.spotify.com/v1/audio-analysis/53mOp2JhjgF2FrfM5Li4AZ,181960,4
,Femme Fatale - Cyprus,Evdokia Kadi,Eurovision Song Contest 2008,2008,0.577,0.707,8,-5.576,1,0.142,0.59,0,0.0887,0.652,154.949,audio_features,6BA1xsQca2ZCFAUpsxOkob,spotify:track:6BA1xsQca2ZCFAUpsxOkob,https://api.spotify.com/v1/tracks/6BA1xsQca2ZCFAUpsxOkob,https://api.spotify.com/v1/audio-analysis/6BA1xsQca2ZCFAUpsxOkob,179867,4
,Nomads In The Night - Lithuania,Jeronimas Milius,Eurovision Song Contest 2008,2008,0.363,0.404,1,-6.956,1,0.0339,0.607,0,0.0993,0.203,142.566,audio_features,6itK1xh2ElVpJ97pfSGVTh,spotify:track:6itK1xh2ElVpJ97pfSGVTh,https://api.spotify.com/v1/tracks/6itK1xh2ElVpJ97pfSGVTh,https://api.spotify.com/v1/audio-analysis/6itK1xh2ElVpJ97pfSGVTh,165440,4
,Your Heart Belongs To Me,Hind,Your Heart Belongs To Me,2008-04-13,0.635,0.873,8,-4.976,0,0.0495,0.00859,0.000307,0.106,0.84,93.98,audio_features,7EmrADNrV80ZUYFOAwGyzt,spotify:track:7EmrADNrV80ZUYFOAwGyzt,https://api.spotify.com/v1/tracks/7EmrADNrV80ZUYFOAwGyzt,https://api.spotify.com/v1/audio-analysis/7EmrADNrV80ZUYFOAwGyzt,185360,4
,Hasta La Vista,Руслан Алехно,Лучшие песни,2013-07-21,0.589,0.855,11,-5.386,0,0.03,0.000161,0,0.165,0.714,125.008,audio_features,0sKY3EVQQRxZfY24zDsgJN,spotify:track:0sKY3EVQQRxZfY24zDsgJN,https://api.spotify.com/v1/tracks/0sKY3EVQQRxZfY24zDsgJN,https://api.spotify.com/v1/audio-analysis/0sKY3EVQQRxZfY24zDsgJN,182570,4
,Zauvijek Volim Te - Montenegro,Stefan Filipović,Eurovision Song Contest 2008,2008,0.712,0.821,6,-4.949,0,0.0418,0.0436,0,0.105,0.875,127.0,audio_features,2w8ackvtwWESSVHvAgykY7,spotify:track:2w8ackvtwWESSVHvAgykY7,https://api.spotify.com/v1/tracks/2w8ackvtwWESSVHvAgykY7,https://api.spotify.com/v1/audio-analysis/2w8ackvtwWESSVHvAgykY7,180880,4
,Irlande Douze Points,Dustin The Turkey,Irlande Douze Points,2008-04-18,0.6,0.972,9,-3.595,0,0.325,0.066,0,0.234,0.488,135.034,audio_features,2hDTnjAaYJXO8MufWCqGcK,spotify:track:2hDTnjAaYJXO8MufWCqGcK,https://api.spotify.com/v1/tracks/2hDTnjAaYJXO8MufWCqGcK,https://api.spotify.com/v1/audio-analysis/2hDTnjAaYJXO8MufWCqGcK,177013,4
,Casanova,Gisela,Casanova,2008-01-01,0.65,0.999,8,-1.999,1,0.125,0.101,0,0.277,0.62,137.978,audio_features,3Bo3YjaF0wcJzbWBCXmyJQ,spotify:track:3Bo3YjaF0wcJzbWBCXmyJQ,https://api.spotify.com/v1/tracks/3Bo3YjaF0wcJzbWBCXmyJQ,https://api.spotify.com/v1/audio-analysis/3Bo3YjaF0wcJzbWBCXmyJQ,175267,4
,O Julissi Na Jalini,Ishtar,O Julissi,2008-01-01,0.608,0.268,7,-12.039,1,0.0404,0.874,2.46e-06,0.22,0.731,135.918,audio_features,2eE5Q1xHwy5aVAB2RAQwJG,spotify:track:2eE5Q1xHwy5aVAB2RAQwJG,https://api.spotify.com/v1/tracks/2eE5Q1xHwy5aVAB2RAQwJG,https://api.spotify.com/v1/audio-analysis/2eE5Q1xHwy5aVAB2RAQwJG,154387,4
,Have Some Fun,Tereza Kerndlová,Pop & Soul & Swing Collection (3CD),2010-01-01,0.744,0.82,6,-10.641,0,0.0511,0.277,0,0.359,0.868,119.994,audio_features,1RLmD2HP8XSyTEqwGbfFjx,spotify:track:1RLmD2HP8XSyTEqwGbfFjx,https://api.spotify.com/v1/tracks/1RLmD2HP8XSyTEqwGbfFjx,https://api.spotify.com/v1/audio-analysis/1RLmD2HP8XSyTEqwGbfFjx,224293,4
,Leto Svet - Estonia,Kreisiraadio,Eurovision Song Contest 2008,2008,0.796,0.861,6,-3.952,1,0.0507,0.0364,0.0162,0.0877,0.894,132.095,audio_features,53qwk6dcGkl7wuEHK7Wwzv,spotify:track:53qwk6dcGkl7wuEHK7Wwzv,https://api.spotify.com/v1/tracks/53qwk6dcGkl7wuEHK7Wwzv,https://api.spotify.com/v1/audio-analysis/53qwk6dcGkl7wuEHK7Wwzv,174373,4
,Candlelight,Csézy,Szívverés,2008,0.557,0.689,7,-3.31,1,0.0286,0.0864,0,0.552,0.246,133.82,audio_features,1KgJruJ8tYrSdYE5qfF9ey,spotify:track:1KgJruJ8tYrSdYE5qfF9ey,https://api.spotify.com/v1/tracks/1KgJruJ8tYrSdYE5qfF9ey,https://api.spotify.com/v1/audio-analysis/1KgJruJ8tYrSdYE5qfF9ey,203840,4
,Complice,Miodio,Avantgarde,2011-04-08,0.492,0.558,10,-5.866,0,0.0272,0.0191,2.57e-06,0.0834,0.215,72.289,audio_features,0NCI3TPk5pE9VtBhoy69j4,spotify:track:0NCI3TPk5pE9VtBhoy69j4,https://api.spotify.com/v1/tracks/0NCI3TPk5pE9VtBhoy69j4,https://api.spotify.com/v1/audio-analysis/0NCI3TPk5pE9VtBhoy69j4,234707,4
,Fairytale,Alexander Rybak,Fairytale,2009-01-12,0.573,0.785,2,-5.362,0,0.0293,0.619,3.69e-05,0.278,0.688,108.003,audio_features,37lYrZzmbRiEySPGkiGjXA,spotify:track:37lYrZzmbRiEySPGkiGjXA,https://api.spotify.com/v1/tracks/37lYrZzmbRiEySPGkiGjXA,https://api.spotify.com/v1/audio-analysis/37lYrZzmbRiEySPGkiGjXA,182600,4
,Is It True?,Yohanna,Butterflies And Elvis,2009-07-20,0.296,0.66,0,-5.088,0,0.041,0.177,0,0.11,0.17,79.044,audio_features,6O2FeioJzAJiDyf6FZFfAa,spotify:track:6O2FeioJzAJiDyf6FZFfAa,https://api.spotify.com/v1/tracks/6O2FeioJzAJiDyf6FZFfAa,https://api.spotify.com/v1/audio-analysis/6O2FeioJzAJiDyf6FZFfAa,182587,4
,Dum Tek Tek,Hadise,Dum Tek Tek,2009-04-10,0.752,0.958,5,-3.857,1,0.0572,0.139,3.77e-05,0.134,0.851,115.024,audio_features,3Gp3YziRNAbiCDzGV5E6Xm,spotify:track:3Gp3YziRNAbiCDzGV5E6Xm,https://api.spotify.com/v1/tracks/3Gp3YziRNAbiCDzGV5E6Xm,https://api.spotify.com/v1/audio-analysis/3Gp3YziRNAbiCDzGV5E6Xm,181401,4
,Rändajad,Urban Symphony,Rändajad,2009-05-18,0.687,0.716,5,-5.997,0,0.0447,0.0318,0,0.329,0.642,123.905,audio_features,6IiZBBFqyyK3CLo9BqmmAH,spotify:track:6IiZBBFqyyK3CLo9BqmmAH,https://api.spotify.com/v1/tracks/6IiZBBFqyyK3CLo9BqmmAH,https://api.spotify.com/v1/audio-analysis/6IiZBBFqyyK3CLo9BqmmAH,179995,4
,This Is Our Night,Sakis Rouvas,This Is Our Night,2009-04-20,0.649,0.923,6,-4.718,0,0.0656,0.0362,0,0.155,0.651,127.953,audio_features,59qLlrqPcKHmpjSVidZMgQ,spotify:track:59qLlrqPcKHmpjSVidZMgQ,https://api.spotify.com/v1/tracks/59qLlrqPcKHmpjSVidZMgQ,https://api.spotify.com/v1/audio-analysis/59qLlrqPcKHmpjSVidZMgQ,177563,4
,Bistra voda,Regina,Vrijeme je,2010,0.522,0.778,6,-3.523,0,0.0388,0.438,2.38e-06,0.107,0.385,152.214,audio_features,72pPz0QL8HncjUkgFJguHb,spotify:track:72pPz0QL8HncjUkgFJguHb,https://api.spotify.com/v1/tracks/72pPz0QL8HncjUkgFJguHb,https://api.spotify.com/v1/audio-analysis/72pPz0QL8HncjUkgFJguHb,186253,4
,Jan-Jan,Inga & Anush,Heartbeat of My Land,2009-11-16,0.78,0.864,4,-3.667,0,0.0806,0.356,0,0.353,0.758,115.023,audio_features,0jVxMrJ48JrTcf4RdYy9h1,spotify:track:0jVxMrJ48JrTcf4RdYy9h1,https://api.spotify.com/v1/tracks/0jVxMrJ48JrTcf4RdYy9h1,https://api.spotify.com/v1/audio-analysis/0jVxMrJ48JrTcf4RdYy9h1,181973,4
,Мамо,Anastasia Prikhodko,Заждалась,2012-05-30,0.637,0.943,2,-3.67,0,0.0524,0.405,0,0.262,0.454,130.042,audio_features,1X1uW4MbRYbdFMBBdE6HSG,spotify:track:1X1uW4MbRYbdFMBBdE6HSG,https://api.spotify.com/v1/tracks/1X1uW4MbRYbdFMBBdE6HSG,https://api.spotify.com/v1/audio-analysis/1X1uW4MbRYbdFMBBdE6HSG,174890,4
,Be My Valentine! (Anti-crisis Girl),LOBODA,Be My Valentine,2009-01-01,0.612,0.925,6,-3.517,0,0.0644,0.00841,0,0.681,0.845,124.793,audio_features,5Ed1V8y02vO1VU2eTOPdyl,spotify:track:5Ed1V8y02vO1VU2eTOPdyl,https://api.spotify.com/v1/tracks/5Ed1V8y02vO1VU2eTOPdyl,https://api.spotify.com/v1/audio-analysis/5Ed1V8y02vO1VU2eTOPdyl,180557,4
